id,name,email,age,city,salary,active,created_at,col_0,col_1,col_2,col_3
28240,Jkvyfgic,user28239@example.com,18,San Antonio,107198.28,true,2024-11-16,874.86,781.95,160.09,196.75
28241,Fshrsuik,user28240@example.com,53,Los Angeles,44850.76,false,2024-10-11,365.34,599.71,899.51,421.02
28242,Ungyqohi,user28241@example.com,43,San Antonio,53261.26,true,2024-04-05,532.77,581.52,637.18,992.28
28243,Imgahhoh,user28242@example.com,37,Philadelphia,43569.59,true,2024-11-21,672.33,222.36,674.61,749.75
28244,Djtyekvl,user28243@example.com,62,San Diego,154310.36,false,2024-04-15,243.63,236.42,386.3,472.47
28245,Scaxvdva,user28244@example.com,37,Phoenix,180877.5,false,2024-10-02,113.92,468.39,474.63,598.24
28246,Zaziisds,user28245@example.com,53,San Antonio,69695.96,true,2024-04-03,59.84,500.86,219.56,555.91
28247,Islrsmgi,user28246@example.com,74,Houston,57119.37,false,2024-07-03,262.71,258.36,154.76,905.59
28248,Ihpfnbuy,user28247@example.com,30,Los Angeles,53752.99,true,2024-02-04,115.7,531.21,963.79,255.52
28249,Zkiitbhw,user28248@example.com,47,New York,158389.62,false,2024-01-24,645.66,951.38,326.23,312.06
28250,Dhliqbfp,user28249@example.com,74,San Antonio,98391.92,true,2024-04-27,849.94,188.27,317.12,650.0
28251,Bdagkjqh,user28250@example.com,25,Houston,55610.52,true,2024-08-05,446.26,983.91,793.55,212.67
28252,Wwybrptv,user28251@example.com,35,Phoenix,128328.23,true,2024-05-17,768.56,698.1,79.93,920.2
28253,Mclvzkui,user28252@example.com,25,Los Angeles,48523.74,false,2024-08-18,555.85,470.36,882.56,218.88
28254,Qjjqdwcg,user28253@example.com,47,San Antonio,100466.29,true,2024-06-25,533.04,827.48,914.26,98.83
28255,Xffyufzl,user28254@example.com,27,San Antonio,68094.69,false,2024-05-18,652.71,466.83,855.55,361.85
28256,Xvbuewyv,user28255@example.com,60,New York,177529.66,false,2024-05-24,157.25,750.83,820.55,629.44
28257,Sglkmjmj,user28256@example.com,36,Phoenix,127267.2,false,2024-02-10,738.03,923.95,635.92,410.18
28258,Hgnwtcok,user28257@example.com,69,San Antonio,112637.53,true,2024-11-27,586.57,601.88,492.43,459.3
28259,Frbxalxc,user28258@example.com,32,Phoenix,105785.68,false,2024-01-22,298.24,444.88,65.62,209.4
28260,Gprgzlod,user28259@example.com,57,Los Angeles,146807.03,false,2024-08-22,807.07,772.9,818.98,479.24
28261,Vnxrjzdv,user28260@example.com,34,San Antonio,170811.26,false,2024-02-24,790.27,965.39,519.3,544.02
28262,Gpzamefq,user28261@example.com,47,San Diego,75930.75,true,2024-08-19,233.68,752.98,664.32,922.06
28263,Jhdsogcu,user28262@example.com,36,San Diego,146174.31,false,2024-03-06,383.29,855.39,526.5,473.75
28264,Shgqfbbc,user28263@example.com,43,Philadelphia,54500.36,true,2024-02-26,20.91,44.74,580.31,807.81
28265,Mmmrecbx,user28264@example.com,53,Phoenix,47408.25,false,2024-11-11,548.78,495.99,281.82,126.59
28266,Xqxosixu,user28265@example.com,40,New York,57757.92,false,2024-08-03,126.55,769.02,983.65,211.42
28267,Sjdapoqg,user28266@example.com,43,San Diego,185971.06,true,2024-12-10,788.1,415.81,595.7,89.69
28268,Hiuengmx,user28267@example.com,62,Chicago,136897.55,false,2024-04-10,115.22,598.13,883.36,140.58
28269,Qhefmjba,user28268@example.com,21,Houston,120867.04,false,2024-05-16,114.92,799.01,100.05,853.04
28270,Zgorkjsr,user28269@example.com,59,Phoenix,157751.92,true,2024-08-12,63.07,53.75,241.19,248.16
28271,Tbjcoxjr,user28270@example.com,19,Los Angeles,115838.3,false,2024-12-13,702.21,379.77,97.05,742.61
28272,Rnikvhbk,user28271@example.com,51,San Antonio,88447.77,false,2024-01-23,340.65,449.91,120.89,461.75
28273,Sgjazqhc,user28272@example.com,47,San Diego,86215.5,true,2024-10-28,765.07,225.42,708.4,263.77
28274,Luvvtzkr,user28273@example.com,28,New York,157199.83,true,2024-03-07,911.53,34.48,470.29,741.85
28275,Lcxfgoir,user28274@example.com,26,San Diego,48407.9,true,2024-12-24,182.4,190.94,112.59,960.59
28276,Yurrqzlf,user28275@example.com,73,Chicago,192551.18,true,2024-09-13,310.91,656.91,538.87,597.67
28277,Ezlnegno,user28276@example.com,31,Chicago,77422.17,true,2024-02-27,401.99,52.41,358.69,355.45
28278,Nhhmospy,user28277@example.com,26,San Antonio,70645.34,true,2024-09-26,837.12,660.48,621.29,350.1
28279,Gpmzwcdq,user28278@example.com,28,San Antonio,179209.9,false,2024-09-27,598.37,644.37,368.99,449.59
28280,Nmgeumvt,user28279@example.com,62,Phoenix,77548.63,true,2024-10-18,345.28,73.21,906.72,21.88
28281,Rfqsdewu,user28280@example.com,32,Los Angeles,142992.68,false,2024-03-19,969.65,518.74,500.0,301.66
28282,Ngfdkihs,user28281@example.com,74,San Antonio,165073.74,false,2024-10-03,419.33,524.2,978.7,968.93
28283,Dsyziwrv,user28282@example.com,65,Phoenix,51818.79,true,2024-01-26,916.25,364.6,598.35,845.48
28284,Mpcuxxlh,user28283@example.com,53,San Antonio,84032.07,true,2024-08-15,29.36,918.06,732.63,827.39
28285,Eseumhpj,user28284@example.com,55,San Antonio,167456.02,false,2024-06-20,976.18,604.04,861.24,954.44
28286,Bgynlvfm,user28285@example.com,63,San Diego,53036.88,false,2024-10-23,189.65,932.96,185.74,991.97
28287,Rvaxrogn,user28286@example.com,36,Houston,195782.26,false,2024-10-12,832.54,618.36,466.91,274.0
28288,Fvgovuxo,user28287@example.com,23,San Diego,180788.55,false,2024-04-18,651.97,420.05,96.73,345.3
28289,Eoefhufx,user28288@example.com,32,Houston,197840.39,false,2024-07-03,414.64,875.45,989.41,55.78
28290,Adodwdad,user28289@example.com,64,San Antonio,73920.86,false,2024-10-16,983.12,134.95,589.07,839.78
28291,Qedamcsy,user28290@example.com,71,Los Angeles,48334.56,true,2024-08-07,757.36,755.23,86.28,892.43
28292,Btaxtpjv,user28291@example.com,68,Phoenix,85932.34,false,2024-07-28,447.3,915.08,770.84,972.64
28293,Qcdjphcm,user28292@example.com,36,San Diego,76124.18,true,2024-07-17,185.25,960.89,88.61,536.94
28294,Cjhftjyn,user28293@example.com,25,Los Angeles,146975.06,true,2024-10-13,131.63,477.59,632.89,421.84
28295,Kjaesfcq,user28294@example.com,74,Chicago,121526.92,true,2024-06-15,419.03,959.48,803.76,117.94
28296,Lypvutzf,user28295@example.com,75,San Antonio,72533.48,true,2024-10-14,872.06,202.6,801.48,771.62
28297,Xcuyvfmz,user28296@example.com,69,Philadelphia,169626.62,false,2024-01-13,758.69,269.53,326.2,675.61
28298,Bwoyrthc,user28297@example.com,20,Philadelphia,95657.06,true,2024-08-04,520.05,994.23,31.76,135.44
28299,Ofzxupgc,user28298@example.com,62,Philadelphia,109214.0,true,2024-08-17,224.47,371.2,490.23,606.94
28300,Vjyyywga,user28299@example.com,29,New York,60199.7,true,2024-03-21,876.78,835.61,824.86,744.69
28301,Qphovifu,user28300@example.com,43,Philadelphia,146138.05,true,2024-04-21,549.33,739.51,475.67,957.87
28302,Opnutako,user28301@example.com,42,Houston,186113.11,false,2024-03-19,83.25,72.3,148.36,822.83
28303,Dtubwyhb,user28302@example.com,27,Phoenix,75513.84,false,2024-06-05,452.87,148.76,277.22,583.71
28304,Gclavhue,user28303@example.com,56,Houston,92887.26,false,2024-05-08,104.26,752.61,614.33,336.75
28305,Bjdavfnr,user28304@example.com,56,Houston,54197.11,true,2024-12-08,203.81,884.83,891.83,118.96
28306,Cbjpbqwh,user28305@example.com,61,Los Angeles,170107.5,true,2024-08-27,413.32,757.42,960.46,221.99
28307,Azbutxmv,user28306@example.com,43,Phoenix,153098.89,false,2024-07-26,425.12,607.98,263.71,788.97
28308,Yyihmfim,user28307@example.com,20,Chicago,74284.06,true,2024-09-14,624.67,401.09,40.97,739.89
28309,Iriotird,user28308@example.com,38,Phoenix,92732.07,false,2024-01-11,15.06,862.41,112.21,691.66
28310,Frriusos,user28309@example.com,26,Philadelphia,123886.42,false,2024-03-14,957.58,508.46,615.18,148.66
28311,Wlrwoaye,user28310@example.com,50,Phoenix,193243.65,false,2024-11-17,939.05,835.24,146.27,787.55
28312,Ehopwrbn,user28311@example.com,71,Chicago,102221.33,true,2024-09-08,176.83,794.66,815.29,771.07
28313,Lgvoegrc,user28312@example.com,26,Los Angeles,170432.0,false,2024-12-12,256.17,324.84,96.22,435.04
28314,Xzzaqcsx,user28313@example.com,41,San Antonio,70075.14,false,2024-05-05,479.15,969.93,299.8,689.43
28315,Nkpbrvjf,user28314@example.com,75,Los Angeles,181065.79,true,2024-02-04,181.59,786.82,530.89,119.44
28316,Ahbbptop,user28315@example.com,72,San Antonio,31533.95,true,2024-10-24,487.52,533.09,947.15,210.04
28317,Ywatxklc,user28316@example.com,66,Phoenix,45703.31,false,2024-07-15,355.87,295.24,779.7,373.56
28318,Hopwmsyh,user28317@example.com,22,Houston,142818.49,false,2024-02-03,263.95,955.52,307.99,672.29
28319,Pfhuoduf,user28318@example.com,73,Phoenix,57199.65,true,2024-01-19,620.55,543.08,409.24,375.19
28320,Opxnrwmo,user28319@example.com,67,Phoenix,183966.82,false,2024-01-16,799.55,827.1,606.57,102.24
28321,Pxgjoodh,user28320@example.com,71,Chicago,127701.52,true,2024-06-07,55.02,873.12,415.54,19.06
28322,Zsrgnabe,user28321@example.com,69,Los Angeles,167078.39,true,2024-12-15,425.79,981.88,614.85,400.78
28323,Ligwxhxg,user28322@example.com,62,Los Angeles,134274.08,false,2024-11-14,613.27,508.2,983.53,614.47
28324,Bhawgjkr,user28323@example.com,71,San Diego,135190.45,false,2024-07-18,818.01,514.76,675.87,648.63
28325,Zrfrtgru,user28324@example.com,59,Philadelphia,49593.87,true,2024-06-19,128.49,709.49,91.77,840.16
28326,Yebtznsg,user28325@example.com,71,Houston,192980.35,true,2024-11-27,847.73,871.57,953.81,698.01
28327,Rqolplbb,user28326@example.com,65,San Antonio,66239.76,true,2024-02-11,276.25,765.46,684.11,857.13
28328,Apjdecju,user28327@example.com,42,San Diego,78830.02,true,2024-08-18,183.49,661.76,303.32,647.26
28329,Ibhczuat,user28328@example.com,38,San Antonio,108120.31,false,2024-06-19,758.9,175.31,103.65,811.78
28330,Cmgccvpb,user28329@example.com,21,Phoenix,171133.54,true,2024-08-07,520.59,212.84,651.14,714.62
28331,Xlkplgta,user28330@example.com,70,Los Angeles,196434.87,false,2024-11-15,516.24,480.42,507.53,625.28
28332,Ffqxaqyk,user28331@example.com,63,Phoenix,123128.65,true,2024-11-08,586.5,967.41,602.35,149.09
28333,Lklghfbb,user28332@example.com,18,San Antonio,96341.06,true,2024-10-03,77.13,633.9,785.42,942.02
28334,Hewispfz,user28333@example.com,50,Phoenix,34527.39,true,2024-11-28,316.35,71.8,165.72,639.82
28335,Xlwlsvka,user28334@example.com,57,Houston,163430.09,true,2024-07-19,992.32,640.33,988.28,777.3
28336,Mbdwebxb,user28335@example.com,34,San Antonio,122524.39,true,2024-07-07,557.36,680.34,62.59,23.92
28337,Grxrgcsq,user28336@example.com,61,Philadelphia,101784.55,false,2024-04-01,968.96,350.45,85.96,938.2
28338,Zrwcuzwj,user28337@example.com,61,Philadelphia,155134.95,false,2024-12-10,686.53,204.87,263.22,444.55
28339,Kuvwldgv,user28338@example.com,34,Houston,102473.08,false,2024-06-16,369.16,497.65,669.51,986.71
28340,Kmoiqwsj,user28339@example.com,67,Houston,160934.47,false,2024-10-20,466.23,14.81,743.96,493.69
28341,Ffrxstut,user28340@example.com,75,Chicago,142862.93,false,2024-12-02,976.02,235.28,867.54,850.2
28342,Znxmuyvl,user28341@example.com,63,Phoenix,151020.91,true,2024-02-20,865.98,343.21,87.83,484.39
28343,Nlpikaos,user28342@example.com,24,Houston,65161.77,false,2024-01-09,953.71,751.79,693.34,667.48
28344,Tteafzcf,user28343@example.com,70,San Antonio,155593.17,true,2024-03-18,145.57,289.9,855.11,187.1
28345,Iwngncxb,user28344@example.com,35,Chicago,38750.15,false,2024-12-22,488.77,318.66,153.48,879.45
28346,Fholosmq,user28345@example.com,44,Houston,128578.94,true,2024-11-06,272.54,198.49,805.17,921.71
28347,Xypdyrfi,user28346@example.com,49,Phoenix,38953.56,true,2024-01-06,650.61,225.42,842.1,435.69
28348,Serwaruv,user28347@example.com,18,Los Angeles,62742.2,true,2024-01-01,110.13,106.94,162.73,401.53
28349,Etcbmbwj,user28348@example.com,66,San Antonio,125427.33,true,2024-02-07,16.82,312.3,182.84,981.81
28350,Iactpdfi,user28349@example.com,71,New York,73937.76,false,2024-12-16,675.36,433.94,59.52,421.89
28351,Ircckmod,user28350@example.com,32,Phoenix,137034.14,false,2024-07-22,48.05,55.89,671.02,128.57
28352,Ndeazowm,user28351@example.com,65,Chicago,125595.75,true,2024-11-20,697.68,841.91,345.16,597.77
28353,Erxbryqk,user28352@example.com,44,New York,104123.46,false,2024-02-23,507.34,883.37,229.24,680.45
28354,Idfohfwh,user28353@example.com,22,San Antonio,101557.86,false,2024-06-10,681.86,962.69,10.33,861.23
28355,Txacvwyu,user28354@example.com,49,Los Angeles,192049.26,false,2024-06-26,458.02,265.89,43.97,975.86
28356,Oqoceuat,user28355@example.com,60,Los Angeles,75749.0,true,2024-09-12,827.92,691.18,19.36,73.33
28357,Dbsvhews,user28356@example.com,70,Chicago,94784.11,true,2024-02-01,324.74,913.57,680.0,120.75
28358,Fkirbjcw,user28357@example.com,56,Chicago,30666.03,true,2024-04-21,106.23,791.32,189.75,685.01
28359,Cxfkghjc,user28358@example.com,59,New York,126950.4,true,2024-03-10,697.89,740.32,21.81,692.07
28360,Lcfrksdb,user28359@example.com,74,Los Angeles,195710.73,true,2024-02-20,488.9,155.54,639.1,640.07
28361,Whifcevs,user28360@example.com,29,Philadelphia,172469.07,true,2024-12-11,818.8,426.66,975.12,82.29
28362,Iowsqknf,user28361@example.com,47,Los Angeles,37728.06,true,2024-06-11,294.52,591.34,900.61,130.26
28363,Sjwqrbbo,user28362@example.com,57,San Diego,133412.34,false,2024-04-07,247.55,769.92,72.18,999.66
28364,Khmrqcoy,user28363@example.com,30,San Antonio,84171.6,false,2024-10-05,50.35,932.21,766.92,798.82
28365,Hfqzuzav,user28364@example.com,56,Chicago,167406.37,false,2024-01-01,522.86,98.56,925.58,833.3
28366,Catgzpov,user28365@example.com,60,New York,195960.13,false,2024-06-07,279.36,664.9,698.28,684.42
28367,Iswomgil,user28366@example.com,41,Houston,95312.32,false,2024-02-17,173.59,737.68,649.49,54.3
28368,Umlbvpmu,user28367@example.com,19,Phoenix,183738.07,false,2024-08-27,469.52,950.97,999.99,91.76
28369,Xqimfyum,user28368@example.com,20,Philadelphia,164257.69,true,2024-06-21,372.91,90.64,944.17,163.63
28370,Hfudyarb,user28369@example.com,19,Phoenix,47408.87,false,2024-06-24,512.11,239.58,395.57,920.95
28371,Kdnywfwg,user28370@example.com,47,San Antonio,142892.61,false,2024-06-04,969.28,244.55,590.03,893.8
28372,Cnnjnlad,user28371@example.com,68,Los Angeles,179990.95,false,2024-06-04,850.74,607.13,632.26,48.44
28373,Kaiwiozi,user28372@example.com,35,Philadelphia,66917.23,true,2024-09-25,624.12,610.56,186.06,153.74
28374,Tqtfjgss,user28373@example.com,55,Chicago,110473.29,true,2024-04-15,209.62,854.43,525.03,562.1
28375,Ocgqgbtb,user28374@example.com,58,Philadelphia,32174.9,true,2024-12-16,940.26,603.34,67.77,711.19
28376,Sztkbgiz,user28375@example.com,58,San Diego,188425.94,false,2024-01-13,144.74,487.4,93.41,988.56
28377,Mavgxsyz,user28376@example.com,21,Philadelphia,169061.82,true,2024-11-19,236.19,79.83,453.77,284.35
28378,Gslixujr,user28377@example.com,41,Chicago,89997.63,true,2024-03-11,204.93,674.76,586.82,608.28
28379,Cjrpripf,user28378@example.com,48,Houston,130536.16,true,2024-04-21,198.01,453.06,847.73,56.29
28380,Rzgfdbbp,user28379@example.com,52,Philadelphia,138039.73,false,2024-07-10,243.55,846.41,816.04,828.17
28381,Swmalcdq,user28380@example.com,18,Los Angeles,174313.88,true,2024-11-15,728.9,597.86,699.09,329.29
28382,Soaujrco,user28381@example.com,27,New York,140576.9,false,2024-12-11,371.16,890.11,28.68,162.25
28383,Pqeajhlv,user28382@example.com,60,Los Angeles,152274.33,false,2024-02-28,950.14,141.57,244.04,262.76
28384,Msdeemke,user28383@example.com,65,Phoenix,174853.58,true,2024-09-18,209.32,691.05,366.43,704.75
28385,Mflsybfy,user28384@example.com,26,Phoenix,101803.24,true,2024-02-27,513.58,590.53,274.56,784.09
28386,Hcrnfjmh,user28385@example.com,60,Phoenix,155610.1,false,2024-11-20,510.3,525.52,495.67,304.4
28387,Pabgvhzs,user28386@example.com,39,San Antonio,190652.8,true,2024-07-26,90.62,728.53,700.85,722.96
28388,Bupftyeh,user28387@example.com,29,Chicago,59282.77,true,2024-07-13,648.98,621.83,252.08,780.68
28389,Jtsrcgbu,user28388@example.com,26,San Diego,125510.31,true,2024-01-03,305.65,681.94,37.06,628.71
28390,Vuenhswq,user28389@example.com,68,Chicago,127891.11,true,2024-04-01,776.74,783.76,767.1,612.12
28391,Ybqdafqh,user28390@example.com,45,Houston,119306.94,true,2024-08-23,978.97,540.21,449.4,412.44
28392,Ywnkanaq,user28391@example.com,33,San Antonio,142167.44,false,2024-05-20,497.13,361.27,317.87,379.79
28393,Rdofbbqm,user28392@example.com,54,Houston,88777.81,false,2024-05-07,617.17,741.05,225.39,248.04
28394,Lmwvonwp,user28393@example.com,58,New York,156329.69,true,2024-03-27,905.94,413.87,630.42,421.96
28395,Avfqcyzc,user28394@example.com,45,Phoenix,92228.19,true,2024-04-25,263.4,840.97,994.35,726.55
28396,Ibosaaqn,user28395@example.com,60,Philadelphia,76451.08,true,2024-03-14,257.46,286.03,873.16,282.79
28397,Ticrjrjv,user28396@example.com,34,Houston,64667.61,false,2024-09-18,298.77,462.11,442.04,748.72
28398,Gmvkrubi,user28397@example.com,37,Philadelphia,153840.28,true,2024-08-06,206.39,752.46,376.61,783.3
28399,Wkwtfpoa,user28398@example.com,28,Chicago,101373.32,false,2024-07-06,66.99,448.1,330.5,892.57
28400,Jykifhkh,user28399@example.com,29,Phoenix,195193.48,false,2024-07-11,821.8,516.93,629.51,299.03
28401,Ihethyps,user28400@example.com,21,San Diego,39651.89,false,2024-11-20,692.67,119.29,560.73,13.81
28402,Rgullitr,user28401@example.com,42,Phoenix,160095.95,true,2024-02-03,170.41,190.85,408.44,364.14
28403,Wpmqbgqj,user28402@example.com,40,Chicago,142420.35,false,2024-11-16,295.43,61.69,995.6,860.51
28404,Shogipgg,user28403@example.com,25,San Antonio,159393.7,false,2024-10-28,148.66,108.26,207.96,565.57
28405,Seagomhj,user28404@example.com,45,San Antonio,89118.95,false,2024-04-21,440.44,46.5,785.13,632.15
28406,Hbjrbrvr,user28405@example.com,19,San Antonio,181790.89,true,2024-03-22,152.04,369.46,286.06,782.81
28407,Nowjruvi,user28406@example.com,56,Chicago,110290.99,false,2024-12-11,646.85,986.04,485.54,827.77
28408,Agnmaokd,user28407@example.com,22,Los Angeles,124278.34,false,2024-08-09,639.41,278.03,116.37,709.56
28409,Rlxqahph,user28408@example.com,31,Philadelphia,99013.7,false,2024-12-18,882.39,580.33,953.79,672.11
28410,Zynwdyar,user28409@example.com,34,Los Angeles,152163.49,true,2024-03-02,533.21,271.44,465.81,489.37
28411,Vcebcqzb,user28410@example.com,25,San Antonio,106001.32,false,2024-10-24,613.3,158.76,780.04,184.72
28412,Xiysfmbq,user28411@example.com,39,Houston,132275.38,true,2024-11-07,502.52,571.18,300.17,697.52
28413,Modksqqm,user28412@example.com,57,Chicago,147813.65,false,2024-11-27,314.18,386.94,598.86,578.42
28414,Thrszvff,user28413@example.com,30,New York,160026.05,false,2024-05-23,45.45,434.78,682.04,561.71
28415,Khkvtfhp,user28414@example.com,26,Los Angeles,43829.99,true,2024-06-07,351.37,171.46,479.52,45.55
28416,Cxsaedgf,user28415@example.com,33,San Antonio,42059.97,true,2024-07-27,523.9,564.91,829.58,624.13
28417,Pckcoyxr,user28416@example.com,71,Phoenix,50103.3,true,2024-01-24,641.14,891.51,137.13,626.63
28418,Oixexqrw,user28417@example.com,28,Phoenix,76340.18,true,2024-01-04,179.15,222.18,684.02,203.79
28419,Zlixtobt,user28418@example.com,73,Chicago,126497.62,false,2024-07-26,317.04,32.41,982.5,493.9
28420,Tzfxuvva,user28419@example.com,21,Philadelphia,168359.35,false,2024-05-28,969.46,926.18,665.03,244.2
28421,Jpdolhyr,user28420@example.com,42,New York,197380.25,false,2024-11-01,930.07,105.87,94.19,480.53
28422,Igpfaqno,user28421@example.com,23,Philadelphia,73118.82,false,2024-07-22,841.29,105.46,221.09,728.48
28423,Ktzkfxsx,user28422@example.com,59,New York,166408.72,false,2024-02-13,683.69,917.85,761.63,926.48
28424,Kgdpbuwb,user28423@example.com,18,Houston,84616.78,false,2024-12-08,21.62,54.96,456.5,276.71
28425,Qpirjbih,user28424@example.com,33,Chicago,174093.86,true,2024-05-18,373.05,211.89,526.78,640.77
28426,Ajzbrtrz,user28425@example.com,49,Philadelphia,43718.0,false,2024-05-21,647.84,212.69,76.06,291.06
28427,Kmmvqain,user28426@example.com,35,San Diego,47346.07,true,2024-03-09,557.19,877.44,807.5,897.54
28428,Scnqpymv,user28427@example.com,23,San Diego,87676.88,true,2024-05-25,823.22,546.38,552.13,402.49
28429,Nxqdtgkj,user28428@example.com,37,New York,66017.15,true,2024-11-04,507.68,523.45,922.11,429.21
28430,Kviobyek,user28429@example.com,45,Philadelphia,129600.01,true,2024-05-25,288.57,835.7,954.3,912.92
28431,Nyvodfyi,user28430@example.com,47,Phoenix,63320.22,false,2024-03-11,107.48,210.09,728.78,960.14
28432,Srepkgtz,user28431@example.com,66,Philadelphia,41442.02,true,2024-08-24,866.87,844.91,687.44,997.93
28433,Potigvdv,user28432@example.com,43,San Antonio,148284.36,true,2024-12-26,669.65,321.33,729.69,553.19
28434,Pbvgflin,user28433@example.com,34,San Antonio,173115.53,false,2024-08-06,367.05,441.67,548.52,902.99
28435,Yuffehul,user28434@example.com,21,San Antonio,33309.7,false,2024-04-27,765.73,677.64,286.16,148.84
28436,Disjymgq,user28435@example.com,18,Chicago,151868.75,true,2024-07-26,632.06,362.07,953.66,494.1
28437,Peenonjj,user28436@example.com,36,Houston,72481.27,true,2024-11-27,396.39,907.2,107.25,708.3
28438,Gvlwnvgy,user28437@example.com,22,San Diego,34832.28,true,2024-09-09,708.83,388.14,933.89,648.85
28439,Ethbdjbh,user28438@example.com,24,Philadelphia,196460.7,true,2024-10-03,866.61,164.48,373.66,418.7
28440,Tmyjcwha,user28439@example.com,51,Phoenix,72719.29,true,2024-03-05,747.41,123.54,401.73,655.31
28441,Iuyhxgkw,user28440@example.com,55,Houston,83188.88,false,2024-07-04,426.67,190.29,934.47,317.75
28442,Rxsgnseh,user28441@example.com,53,Philadelphia,182419.8,true,2024-12-23,867.67,666.11,95.42,372.87
28443,Uvpapdyt,user28442@example.com,37,New York,179731.9,false,2024-08-06,657.57,819.0,339.07,88.87
28444,Uuvibtkf,user28443@example.com,43,San Diego,60288.84,false,2024-11-25,67.51,292.29,261.12,427.62
28445,Gousavou,user28444@example.com,21,Philadelphia,128649.31,false,2024-10-22,951.67,795.94,631.86,507.73
28446,Uxbxxzjj,user28445@example.com,23,Houston,54297.92,false,2024-10-10,165.97,997.93,964.96,447.42
28447,Aprviejz,user28446@example.com,30,San Antonio,77415.98,false,2024-04-13,601.99,626.49,964.15,818.81
28448,Imuvflxj,user28447@example.com,24,Los Angeles,139943.32,false,2024-05-10,442.32,453.09,362.31,403.95
28449,Niyonwxc,user28448@example.com,29,Phoenix,59702.11,false,2024-05-14,267.23,591.1,808.59,759.43
28450,Jnwoulff,user28449@example.com,75,Chicago,116154.16,true,2024-11-21,842.08,27.29,228.14,179.61
28451,Rnvobqvl,user28450@example.com,28,Los Angeles,190574.56,true,2024-09-04,590.11,878.33,373.73,23.93
28452,Pcidwprc,user28451@example.com,48,San Diego,169444.27,true,2024-07-15,335.52,511.32,678.96,279.64
28453,Bxjgaiei,user28452@example.com,50,New York,131175.57,true,2024-06-13,162.64,526.7,831.67,125.59
28454,Ysdwenvz,user28453@example.com,61,Los Angeles,136290.5,false,2024-10-20,358.4,651.37,376.67,431.0
28455,Fonqnbej,user28454@example.com,21,New York,131039.12,false,2024-08-04,887.33,954.84,828.21,221.21
28456,Ywsucyjz,user28455@example.com,18,Chicago,34695.38,true,2024-07-23,416.81,92.73,468.99,85.0
28457,Wraxnvgm,user28456@example.com,39,New York,133672.99,true,2024-10-20,772.85,397.78,447.44,512.13
28458,Lypvjmwc,user28457@example.com,24,Chicago,53464.72,true,2024-05-16,769.11,95.41,634.58,844.42
28459,Uacqqdzi,user28458@example.com,72,Philadelphia,141272.21,true,2024-08-25,241.66,813.8,582.77,794.07
28460,Ndjlpdhz,user28459@example.com,31,Chicago,145746.45,false,2024-07-02,736.25,901.32,274.46,456.39
28461,Qdrkpmbp,user28460@example.com,44,San Antonio,137708.91,true,2024-08-19,256.34,199.66,361.49,732.84
28462,Rqnglify,user28461@example.com,20,New York,42267.25,true,2024-05-05,971.19,152.47,530.38,889.43
28463,Osdtoser,user28462@example.com,57,Philadelphia,145743.06,true,2024-04-27,801.08,386.55,728.66,693.05
28464,Vabctbjm,user28463@example.com,72,Phoenix,97328.67,false,2024-07-20,174.75,843.63,234.07,883.73
28465,Viuamjgs,user28464@example.com,72,Houston,107957.49,true,2024-02-24,805.53,980.2,659.62,658.23
28466,Izqlqibk,user28465@example.com,70,Houston,109789.16,true,2024-09-26,32.78,381.46,557.8,559.45
28467,Xlpzwfty,user28466@example.com,45,New York,164542.04,true,2024-09-28,708.4,483.94,485.46,251.36
28468,Gcotdqbn,user28467@example.com,36,San Diego,69985.63,false,2024-02-26,358.44,375.44,685.83,964.16
28469,Jwndnarn,user28468@example.com,50,Philadelphia,35162.53,true,2024-01-24,978.55,994.94,771.42,599.27
28470,Ozwlhikh,user28469@example.com,25,Philadelphia,162057.63,false,2024-04-01,205.09,368.46,194.31,958.35
28471,Mwqkhwmh,user28470@example.com,42,Houston,46874.71,false,2024-05-11,587.5,818.54,116.96,847.81
28472,Wpzzcnpy,user28471@example.com,26,Houston,111024.96,true,2024-08-10,561.97,857.14,685.28,898.0
28473,Lwwqrzlb,user28472@example.com,71,Chicago,150868.0,true,2024-07-01,899.41,70.9,947.01,291.26
28474,Uopbcylu,user28473@example.com,68,Los Angeles,126253.56,true,2024-08-21,16.28,914.21,182.49,486.4
28475,Mamullhx,user28474@example.com,22,Los Angeles,80594.61,false,2024-01-07,427.75,693.74,943.57,931.42
28476,Vykgcinr,user28475@example.com,30,Chicago,48266.03,true,2024-04-24,67.36,166.99,466.94,610.78
28477,Skhpabdx,user28476@example.com,28,Chicago,43985.52,false,2024-09-17,274.73,93.46,493.67,978.17
28478,Zzpyzluv,user28477@example.com,43,San Diego,88669.63,false,2024-04-15,237.72,803.22,554.71,231.72
28479,Pbyofvee,user28478@example.com,36,Phoenix,86197.64,true,2024-08-23,890.99,783.63,58.72,382.45
28480,Nqeazsgc,user28479@example.com,64,Phoenix,66196.29,false,2024-08-17,12.29,250.28,399.67,239.33
28481,Fzhotyuq,user28480@example.com,56,Houston,113897.32,true,2024-03-25,508.1,862.01,91.58,899.91
28482,Czxlstju,user28481@example.com,29,Chicago,42235.02,true,2024-10-16,807.0,105.6,442.98,60.6
28483,Ydlwmcua,user28482@example.com,18,New York,78406.74,true,2024-02-24,108.6,37.87,590.38,863.95
